genome	contig	hit_locus	hit_family	start	end	strand	nearby_markers
GCA_963838615.1	CAWISD010000019.1	CAWISD010000019.1_4	ArchPhaZ_patatin	2315	3742	+	
GCA_963838615.1	CAWISD010000025.1	CAWISD010000025.1_63	ArchPhaZ_patatin	48574	49794	-	
GCA_963838615.1	CAWISD010000026.1	CAWISD010000026.1_5	ArchPhaZ_patatin	3052	4353	+	
GCA_963838615.1	CAWISD010000087.1	CAWISD010000087.1_19	ArchPhaZ_patatin	15741	16577	+	
GCA_963840085.1	CAWIYT010000162.1	CAWIYT010000162.1_13	ArchPhaZ_patatin	10056	11285	+	
GCA_963840085.1	CAWIYT010000191.1	CAWIYT010000191.1_9	ArchPhaZ_patatin	4623	5846	-	
GCA_963840085.1	CAWIYT010000199.1	CAWIYT010000199.1_6	ArchPhaZ_patatin	3968	5215	+	
GCA_963840085.1	CAWIYT010000251.1	CAWIYT010000251.1_138	ArchPhaZ_patatin	117391	118092	-	BdhA
GCA_963840085.1	CAWIYT010000258.1	CAWIYT010000258.1_9	ArchPhaZ_patatin	5938	7308	+	
GCA_963840085.1	CAWIYT010000287.1	CAWIYT010000287.1_4	ArchPhaZ_patatin	2178	3374	-	
GCA_963840085.1	CAWIYT010000316.1	CAWIYT010000316.1_2	ArchPhaZ_patatin	881	2308	+	
GCA_963841565.1	CAWJCY010000008.1	CAWJCY010000008.1_77	ArchPhaZ_patatin	69951	71243	+	
GCA_963841565.1	CAWJCY010000012.1	CAWJCY010000012.1_27	ArchPhaZ_patatin	24523	26019	+	
GCA_963841565.1	CAWJCY010000013.1	CAWJCY010000013.1_23	ArchPhaZ_patatin	21061	22329	-	
GCA_963850055.1	CAWKJS010000003.1	CAWKJS010000003.1_26	ArchPhaZ_patatin	26341	27567	+	
GCA_963850055.1	CAWKJS010000025.1	CAWKJS010000025.1_355	ArchPhaZ_patatin	373368	374660	-	
GCA_963850055.1	CAWKJS010000025.1	CAWKJS010000025.1_420	ArchPhaZ_patatin	433072	434193	-	
GCA_963850055.1	CAWKJS010000025.1	CAWKJS010000025.1_421	ArchPhaZ_patatin	435571	437055	+	
GCA_963850055.1	CAWKJS010000025.1	CAWKJS010000025.1_435	ArchPhaZ_patatin	452070	453398	-	
GCA_963850055.1	CAWKJS010000026.1	CAWKJS010000026.1_91	ArchPhaZ_patatin	85266	86693	-	BdhA
GCA_963850055.1	CAWKJS010000031.1	CAWKJS010000031.1_94	ArchPhaZ_patatin	95334	96575	+	
GCA_963850055.1	CAWKJS010000034.1	CAWKJS010000034.1_130	ArchPhaZ_patatin	116895	118139	+	
GCA_964372525.1	CAYJTD010000011.1	CAYJTD010000011.1_4	ArchPhaZ_patatin	2665	3747	+	PhaC
GCA_964383875.1	CAYLJD010000012.1	CAYLJD010000012.1_22	ArchPhaZ_patatin	18573	19538	+	BdhA
GCA_964402265.1	CAYOBG010000027.1	CAYOBG010000027.1_17	ArchPhaZ_patatin	12259	13302	+	
GCA_964402765.1	CAYODS010000047.1	CAYODS010000047.1_15	ArchPhaZ_patatin	16627	17643	+	BdhA
GCA_964402765.1	CAYODS010000138.1	CAYODS010000138.1_3	ArchPhaZ_patatin	1008	1643	-	BdhA
GCA_964402765.1	CAYODS010000160.1	CAYODS010000160.1_2	ArchPhaZ_patatin	229	1287	+	BdhA
GCA_964404815.1	CAYOLR010000047.1	CAYOLR010000047.1_6	ArchPhaZ_patatin	3513	4487	+	BdhA
GCA_964431955.1	CAYSLW010000067.1	CAYSLW010000067.1_3	ArchPhaZ_patatin	2846	3835	+	
GCA_964434855.1	CAYSWR010000041.1	CAYSWR010000041.1_4	ArchPhaZ_patatin	3098	4573	+	
GCA_964443815.1	CAYUFG010000019.1	CAYUFG010000019.1_9	ArchPhaZ_patatin	6089	7072	+	BdhA;PhaJ
GCA_964447595.1	CAYUTC010000006.1	CAYUTC010000006.1_26	ArchPhaZ_patatin	19854	20744	-	PhaC;PhaE
GCA_964460425.1	CAYWRR010000148.1	CAYWRR010000148.1_3	ArchPhaZ_patatin	2068	3537	+	
GCA_964460425.1	CAYWRR010000235.1	CAYWRR010000235.1_5	ArchPhaZ_patatin	3188	3877	-	
GCA_964460425.1	CAYWRR010000330.1	CAYWRR010000330.1_1	ArchPhaZ_patatin	3	1049	-	
GCA_964460425.1	CAYWRR010000386.1	CAYWRR010000386.1_1	ArchPhaZ_patatin	256	1701	-	
GCA_964460425.1	CAYWRR010000389.1	CAYWRR010000389.1_2	ArchPhaZ_patatin	551	1879	+	
GCA_964460425.1	CAYWRR010000406.1	CAYWRR010000406.1_1	ArchPhaZ_patatin	1	1290	-	
GCA_964460675.1	CAYWRD010000082.1	CAYWRD010000082.1_5	ArchPhaZ_patatin	4280	5131	+	
GCA_964462165.1	CAYWWR010000014.1	CAYWWR010000014.1_22	ArchPhaZ_patatin	15397	16476	-	PhaC;PhaE
GCA_964464395.1	CAYXFY010000001.1	CAYXFY010000001.1_92	ArchPhaZ_patatin	68551	69678	-	
GCA_964464485.1	CAYXGH010000015.1	CAYXGH010000015.1_8	ArchPhaZ_patatin	6469	7650	+	
GCA_964471665.1	CAYYHG010000015.1	CAYYHG010000015.1_19	ArchPhaZ_patatin	17780	18751	+	BdhA
GCA_964474395.1	CAYYSW010000020.1	CAYYSW010000020.1_14	ArchPhaZ_patatin	10074	11075	+	
GCA_964476255.1	CAYYYR010000008.1	CAYYYR010000008.1_4	ArchPhaZ_patatin	3059	4297	+	
GCA_964476255.1	CAYYYR010000041.1	CAYYYR010000041.1_3	ArchPhaZ_patatin	1702	2868	-	
GCA_964502325.1	CAZCWI010000069.1	CAZCWI010000069.1_6	ArchPhaZ_patatin	5000	6085	+	
GCA_964520075.1	CAZFMN010000024.1	CAZFMN010000024.1_32	ArchPhaZ_patatin	27846	28832	-	BdhA
GCA_964520265.1	CAZFOF010000005.1	CAZFOF010000005.1_13	ArchPhaZ_patatin	8866	9876	+	
GCA_964520265.1	CAZFOF010000018.1	CAZFOF010000018.1_13	ArchPhaZ_patatin	11827	12777	-	
GCA_964520265.1	CAZFOF010000041.1	CAZFOF010000041.1_13	ArchPhaZ_patatin	9468	10433	-	BdhA
GCA_964523745.1	CAZGAX010000155.1	CAZGAX010000155.1_2	ArchPhaZ_patatin	775	1773	-	BdhA
GCA_964531195.1	CAZHDX010000138.1	CAZHDX010000138.1_3	ArchPhaZ_patatin	1668	2765	+	
GCA_964538845.1	CAZIHN010000010.1	CAZIHN010000010.1_33	ArchPhaZ_patatin	26726	27808	+	PhaC;PhaE
GCA_964538845.1	CAZIHN010000097.1	CAZIHN010000097.1_4	ArchPhaZ_patatin	2388	3626	+	
GCA_964556935.1	CAZKXR010000004.1	CAZKXR010000004.1_42	ArchPhaZ_patatin	36575	38068	-	
GCA_964556935.1	CAZKXR010000019.1	CAZKXR010000019.1_34	ArchPhaZ_patatin	28002	29084	+	
GCA_964556935.1	CAZKXR010000020.1	CAZKXR010000020.1_43	ArchPhaZ_patatin	38199	39026	-	
GCA_964561055.1	CAZLOO010000151.1	CAZLOO010000151.1_7	ArchPhaZ_patatin	5011	5877	-	
GCA_964563995.1	CAZLZM010000015.1	CAZLZM010000015.1_12	ArchPhaZ_patatin	9327	10439	+	
GCA_964567195.1	CAZMLQ010000008.1	CAZMLQ010000008.1_3	ArchPhaZ_patatin	1693	2700	+	BdhA;PhaC
GCA_964567715.1	CAZMNT010000002.1	CAZMNT010000002.1_89	ArchPhaZ_patatin	67658	68764	+	PhaC;PhaE
GCA_964569925.1	CAZMWG010000013.1	CAZMWG010000013.1_14	ArchPhaZ_patatin	10256	11290	-	BdhA
GCA_964574725.1	CAZNOV010000025.1	CAZNOV010000025.1_14	ArchPhaZ_patatin	8806	9870	-	
GCA_964579035.1	CAZOFL010000008.1	CAZOFL010000008.1_30	ArchPhaZ_patatin	30107	31069	+	
GCA_964579035.1	CAZOFL010000164.1	CAZOFL010000164.1_1	ArchPhaZ_patatin	3	797	+	
GCA_964581735.1	CAZOQK010000028.1	CAZOQK010000028.1_14	ArchPhaZ_patatin	13220	14227	+	BdhA
GCA_964583735.1	CAZOWU010000052.1	CAZOWU010000052.1_10	ArchPhaZ_patatin	9127	10140	-	BdhA
GCA_964586205.1	CAZPIG010000039.1	CAZPIG010000039.1_12	ArchPhaZ_patatin	8704	10077	-	
GCA_964586685.1	CAZPGR010000004.1	CAZPGR010000004.1_283	ArchPhaZ_patatin	251125	252192	-	PhaC;PhaE
GCA_964586705.1	CAZPIL010000016.1	CAZPIL010000016.1_14	ArchPhaZ_patatin	10301	11476	+	
GCA_964586705.1	CAZPIL010000033.1	CAZPIL010000033.1_6	ArchPhaZ_patatin	2835	4085	-	
GCA_964586705.1	CAZPIL010000112.1	CAZPIL010000112.1_1	ArchPhaZ_patatin	2	979	+	
GCA_964593395.1	CAZQHW010000227.1	CAZQHW010000227.1_2	ArchPhaZ_patatin	455	1456	+	BdhA
GCA_964597715.1	CAZQZE010000140.1	CAZQZE010000140.1_7	ArchPhaZ_patatin	4647	5699	-	BdhA
GCA_964623735.1	CAZUVE010000006.1	CAZUVE010000006.1_34	ArchPhaZ_patatin	33560	34561	+	BdhA
GCA_964623935.1	CAZUWC010000021.1	CAZUWC010000021.1_12	ArchPhaZ_patatin	11339	12346	+	BdhA
GCA_964636595.1	CAZWSG010000005.1	CAZWSG010000005.1_21	ArchPhaZ_patatin	15347	16426	-	PhaC;PhaE
GCA_964638655.1	CAZWZX010000099.1	CAZWZX010000099.1_8	ArchPhaZ_patatin	7566	8528	+	BdhA
GCA_964638655.1	CAZWZX010000274.1	CAZWZX010000274.1_2	ArchPhaZ_patatin	184	1167	-	
GCA_965197925.1	CBDAOC010000020.1	CBDAOC010000020.1_583	ArchPhaZ_patatin	511117	512199	+	
GCA_965223805.1	OZ245014.1	OZ245014.1_2056	ArchPhaZ_patatin	1748124	1748999	+	
GCA_965248185.1	OZ252092.1	OZ252092.1_1097	ArchPhaZ_patatin	937646	938566	+	
GCF_000011085.1	NC_006396.1	NC_006396.1_153	ArchPhaZ_patatin	139491	140447	-	
GCF_000023945.1	NC_013158.1	NC_013158.1_855	ArchPhaZ_patatin	823153	824118	+	BdhA
GCF_000025325.1	NC_013743.1	NC_013743.1_1834	ArchPhaZ_patatin	1898575	1899603	+	
GCF_000172995.2	NC_014735.1	NC_014735.1_260	ArchPhaZ_patatin	294738	295703	+	BdhA
GCF_000220175.1	NZ_AFPU01000001.1	NZ_AFPU01000001.1_793	ArchPhaZ_patatin	678340	679779	+	
GCF_000223905.1	NC_015948.1	NC_015948.1_910	ArchPhaZ_patatin	860315	861274	-	
GCF_000303155.1	NC_018719.1	NC_018719.1_1065	ArchPhaZ_patatin	866628	867590	+	
GCF_000306765.2	NC_017944.1	NC_017944.1_453	ArchPhaZ_patatin	473008	473973	+	BdhA
GCF_000328685.1	NC_019974.1	NC_019974.1_391	ArchPhaZ_patatin	399908	400897	-	
GCF_000336615.1	NZ_AOLW01000019.1	NZ_AOLW01000019.1_7	ArchPhaZ_patatin	11043	12002	+	
GCF_000336635.1	NZ_AOLY01000037.1	NZ_AOLY01000037.1_417	ArchPhaZ_patatin	416095	417078	+	
GCF_000336895.1	NZ_AOLX01000015.1	NZ_AOLX01000015.1_287	ArchPhaZ_patatin	270078	271061	+	
GCF_000337195.1	NZ_AOID01000016.1	NZ_AOID01000016.1_115	ArchPhaZ_patatin	95871	96635	-	BdhA
GCF_000337215.1	NZ_AOHZ01000031.1	NZ_AOHZ01000031.1_103	ArchPhaZ_patatin	96626	97597	+	
GCF_000337455.1	NZ_AOIU01000043.1	NZ_AOIU01000043.1_87	ArchPhaZ_patatin	82510	83523	+	BdhA
GCF_000337455.1	NZ_AOIU01000047.1	NZ_AOIU01000047.1_102	ArchPhaZ_patatin	104470	105432	+	
GCF_000337475.1	NZ_AOIT01000039.1	NZ_AOIT01000039.1_65	ArchPhaZ_patatin	53444	54430	+	
GCF_000337475.1	NZ_AOIT01000066.1	NZ_AOIT01000066.1_28	ArchPhaZ_patatin	23855	24829	+	BdhA
GCF_000337495.1	NZ_AOIS01000048.1	NZ_AOIS01000048.1_47	ArchPhaZ_patatin	43048	44217	-	
GCF_000337675.1	NZ_AOIB01000014.1	NZ_AOIB01000014.1_45	ArchPhaZ_patatin	38726	39715	+	
GCF_000337695.1	NZ_AOIA01000143.1	NZ_AOIA01000143.1_13	ArchPhaZ_patatin	11823	12839	-	
GCF_000337735.1	NZ_AOHX01000046.1	NZ_AOHX01000046.1_51	ArchPhaZ_patatin	49602	50615	-	BdhA
GCF_000337775.1	NZ_AOLQ01000038.1	NZ_AOLQ01000038.1_139	ArchPhaZ_patatin	140327	140983	+	
GCF_000379085.1	NZ_KB905378.1	NZ_KB905378.1_81	ArchPhaZ_patatin	74503	75504	-	BdhA
GCF_000379085.1	NZ_KB905378.1	NZ_KB905378.1_1333	ArchPhaZ_patatin	1260866	1261867	-	BdhA
GCF_000383975.1	NZ_KB913017.1	NZ_KB913017.1_1259	ArchPhaZ_patatin	1236786	1237757	+	
GCF_000403645.1	NC_021313.1	NC_021313.1_1112	ArchPhaZ_patatin	1154917	1155882	+	BdhA
GCF_000427685.1	NZ_KE386573.1	NZ_KE386573.1_1838	ArchPhaZ_patatin	1752374	1753333	-	BdhA
GCF_000470655.1	NC_021921.1	NC_021921.1_155	ArchPhaZ_patatin	134174	135142	+	BdhA
GCF_000591055.1	NC_020388.1	NC_020388.1_831	ArchPhaZ_patatin	787944	788915	+	BdhA
GCF_000685155.1	NZ_JMIY01000004.1	NZ_JMIY01000004.1_91	ArchPhaZ_patatin	100597	101562	+	
GCF_000698785.1	NZ_CP007536.1	NZ_CP007536.1_860	ArchPhaZ_patatin	739181	740308	+	
GCF_000698785.1	NZ_CP007536.1	NZ_CP007536.1_1272	ArchPhaZ_patatin	1137089	1138159	-	
GCF_000730285.1	NZ_CP007174.1	NZ_CP007174.1_2667	ArchPhaZ_patatin	2266605	2267687	-	
GCF_000730285.1	NZ_CP007174.1	NZ_CP007174.1_3357	ArchPhaZ_patatin	2852771	2853910	+	
GCF_000730285.1	NZ_CP007174.1	NZ_CP007174.1_3373	ArchPhaZ_patatin	2870477	2871685	+	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_1006	ArchPhaZ_patatin	1034638	1036080	-	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_1047	ArchPhaZ_patatin	1071731	1072975	-	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_1169	ArchPhaZ_patatin	1199543	1200697	+	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_1192	ArchPhaZ_patatin	1224877	1226112	+	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_1554	ArchPhaZ_patatin	1572167	1573585	-	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_1781	ArchPhaZ_patatin	1808691	1810112	-	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_1841	ArchPhaZ_patatin	1873307	1874779	-	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_1847	ArchPhaZ_patatin	1882540	1883970	-	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_2456	ArchPhaZ_patatin	2534422	2535654	+	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_2495	ArchPhaZ_patatin	2577662	2579101	+	BdhA
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_2519	ArchPhaZ_patatin	2600012	2601487	-	
GCF_000802205.1	NZ_CP012850.1	NZ_CP012850.1_2831	ArchPhaZ_patatin	2929172	2930386	+	
GCF_001280425.1	NZ_LIUF01000004.1	NZ_LIUF01000004.1_220	ArchPhaZ_patatin	204119	205078	+	
GCF_001485575.1	NZ_BCNB01000006.1	NZ_BCNB01000006.1_2884	ArchPhaZ_patatin	2798148	2799131	+	
GCF_001593955.1	NZ_LTAZ01000001.1	NZ_LTAZ01000001.1_428	ArchPhaZ_patatin	378221	379210	-	BdhA
GCF_001593955.1	NZ_LTAZ01000017.1	NZ_LTAZ01000017.1_205	ArchPhaZ_patatin	171446	172186	+	BdhA
GCF_001870125.1	NZ_CP017922.1	NZ_CP017922.1_211	ArchPhaZ_patatin	207047	208267	+	BdhA
GCF_001870125.1	NZ_CP017922.1	NZ_CP017922.1_841	ArchPhaZ_patatin	832983	834152	+	
GCF_001870125.1	NZ_CP017922.1	NZ_CP017922.1_1253	ArchPhaZ_patatin	1221559	1222785	-	
GCF_001870125.1	NZ_CP017922.1	NZ_CP017922.1_1419	ArchPhaZ_patatin	1404146	1405354	-	
GCF_001870125.1	NZ_CP017922.1	NZ_CP017922.1_1567	ArchPhaZ_patatin	1538534	1539754	-	
GCF_001870125.1	NZ_CP017922.1	NZ_CP017922.1_2730	ArchPhaZ_patatin	2704957	2705565	-	
GCF_001870125.1	NZ_CP017922.1	NZ_CP017922.1_2769	ArchPhaZ_patatin	2747947	2749113	+	
GCF_001989615.1	NZ_CP019067.1	NZ_CP019067.1_1519	ArchPhaZ_patatin	1466987	1467946	-	BdhA
GCF_002156705.1	NZ_CP019893.1	NZ_CP019893.1_2346	ArchPhaZ_patatin	2394184	2395155	-	
GCF_002487355.1	NZ_NTMG01000023.1	NZ_NTMG01000023.1_65	ArchPhaZ_patatin	60875	62128	+	
GCF_002844195.1	NZ_PEND01000005.1	NZ_PEND01000005.1_155	ArchPhaZ_patatin	167738	168742	+	BdhA
GCF_002844195.1	NZ_PEND01000006.1	NZ_PEND01000006.1_17	ArchPhaZ_patatin	18962	20035	+	
GCF_003058365.1	NZ_CP028858.1	NZ_CP028858.1_1591	ArchPhaZ_patatin	1613108	1614073	-	BdhA
GCF_003336245.1	NZ_QPHM01000001.1	NZ_QPHM01000001.1_1373	ArchPhaZ_patatin	1310088	1311188	-	
GCF_003336245.1	NZ_QPHM01000001.1	NZ_QPHM01000001.1_1452	ArchPhaZ_patatin	1400715	1401683	+	BdhA
GCF_003336245.1	NZ_QPHM01000003.1	NZ_QPHM01000003.1_235	ArchPhaZ_patatin	221472	222431	+	BdhA
GCF_003342675.1	NZ_CP031148.1	NZ_CP031148.1_441	ArchPhaZ_patatin	415688	416359	-	BdhA
GCF_003342675.1	NZ_CP031148.1	NZ_CP031148.1_524	ArchPhaZ_patatin	514346	515452	+	
GCF_003342675.1	NZ_CP031148.1	NZ_CP031148.1_2324	ArchPhaZ_patatin	2209870	2210835	+	BdhA
GCF_003675875.1	NZ_RCDI01000002.1	NZ_RCDI01000002.1_515	ArchPhaZ_patatin	504933	505931	+	BdhA;PhaJ
GCF_003730195.1	NZ_QWGG01000007.1	NZ_QWGG01000007.1_223	ArchPhaZ_patatin	233312	234274	+	
GCF_003841465.1	NZ_REFZ01000021.1	NZ_REFZ01000021.1_9	ArchPhaZ_patatin	8743	9831	+	BdhA
GCF_003856835.1	NZ_CP034145.1	NZ_CP034145.1_328	ArchPhaZ_patatin	326975	328078	+	
GCF_003977755.1	NZ_RQWN01000005.1	NZ_RQWN01000005.1_48	ArchPhaZ_patatin	42845	43876	-	
GCF_004015825.1	NZ_SAYS01000006.1	NZ_SAYS01000006.1_113	ArchPhaZ_patatin	103008	103967	-	BdhA
GCF_004015825.1	NZ_SAYS01000013.1	NZ_SAYS01000013.1_68	ArchPhaZ_patatin	58534	59592	-	
GCF_004015825.1	NZ_SAYS01000029.1	NZ_SAYS01000029.1_33	ArchPhaZ_patatin	35446	36417	+	
GCF_004116405.1	NZ_SDIC01000005.1	NZ_SDIC01000005.1_366	ArchPhaZ_patatin	383142	384152	+	
GCF_004118325.1	NZ_RDFA01000001.1	NZ_RDFA01000001.1_67	ArchPhaZ_patatin	56779	57774	+	
GCF_004118325.1	NZ_RDFA01000001.1	NZ_RDFA01000001.1_77	ArchPhaZ_patatin	66393	67418	-	BdhA
GCF_004118325.1	NZ_RDFA01000001.1	NZ_RDFA01000001.1_706	ArchPhaZ_patatin	640815	641783	-	
GCF_004118325.1	NZ_RDFA01000002.1	NZ_RDFA01000002.1_207	ArchPhaZ_patatin	193635	194594	+	BdhA
GCF_004217335.1	NZ_SHMP01000006.1	NZ_SHMP01000006.1_313	ArchPhaZ_patatin	314303	315289	-	
GCF_004217335.1	NZ_SHMP01000009.1	NZ_SHMP01000009.1_49	ArchPhaZ_patatin	44394	45368	+	BdhA
GCF_004681185.1	NZ_SRIF01000001.1	NZ_SRIF01000001.1_205	ArchPhaZ_patatin	194816	195871	+	
GCF_004799645.1	NZ_CP031305.1	NZ_CP031305.1_2995	ArchPhaZ_patatin	2941313	2942338	-	BdhA
GCF_004799645.1	NZ_CP031306.1	NZ_CP031306.1_421	ArchPhaZ_patatin	425074	426096	+	BdhA
GCF_004799665.1	NZ_CP031310.1	NZ_CP031310.1_2187	ArchPhaZ_patatin	2141465	2142469	-	BdhA
GCF_004944975.1	NZ_SPQG01000001.1	NZ_SPQG01000001.1_135	ArchPhaZ_patatin	134338	135315	+	BdhA
GCF_004944975.1	NZ_SPQG01000016.1	NZ_SPQG01000016.1_29	ArchPhaZ_patatin	26512	27477	-	
GCF_005049285.1	NZ_SOSC01000006.1	NZ_SOSC01000006.1_12	ArchPhaZ_patatin	14932	15897	+	BdhA
GCF_005406125.1	NZ_BIXZ01000001.1	NZ_BIXZ01000001.1_763	ArchPhaZ_patatin	754012	754968	+	
GCF_005938085.1	NZ_SMZK01000001.1	NZ_SMZK01000001.1_1445	ArchPhaZ_patatin	1396827	1397813	-	
GCF_005938085.1	NZ_SMZK01000002.1	NZ_SMZK01000002.1_274	ArchPhaZ_patatin	238846	239820	-	BdhA
GCF_007119345.1	NZ_SKPV01000068.1	NZ_SKPV01000068.1_7	ArchPhaZ_patatin	9641	10639	-	
GCF_007421925.1	NZ_QMDX01000009.1	NZ_QMDX01000009.1_1	ArchPhaZ_patatin	827	1804	+	
GCF_007421925.1	NZ_QMDX01000009.1	NZ_QMDX01000009.1_133	ArchPhaZ_patatin	138884	139843	+	
GCF_007826885.1	NZ_ML675580.1	NZ_ML675580.1_56	ArchPhaZ_patatin	53621	54841	+	
GCF_007826885.1	NZ_ML675584.1	NZ_ML675584.1_108	ArchPhaZ_patatin	126294	127514	-	
GCF_008122205.1	NZ_PHNJ01000012.1	NZ_PHNJ01000012.1_109	ArchPhaZ_patatin	105118	106095	+	
GCF_008122205.1	NZ_PHNJ01000019.1	NZ_PHNJ01000019.1_8	ArchPhaZ_patatin	4523	5560	+	BdhA
GCF_008122205.1	NZ_PHNJ01000001.1	NZ_PHNJ01000001.1_56	ArchPhaZ_patatin	52251	53240	-	
GCF_008245225.1	NZ_VTAW01000027.1	NZ_VTAW01000027.1_39	ArchPhaZ_patatin	40736	41776	-	BdhA
GCF_008389435.1	NZ_VUYS01000011.1	NZ_VUYS01000011.1_14	ArchPhaZ_patatin	17424	18686	-	
GCF_008389435.1	NZ_VUYS01000004.1	NZ_VUYS01000004.1_147	ArchPhaZ_patatin	156135	157268	+	
GCF_008389435.1	NZ_VUYS01000018.1	NZ_VUYS01000018.1_18	ArchPhaZ_patatin	18764	19993	-	
GCF_009176545.1	NZ_VTOJ01000001.1	NZ_VTOJ01000001.1_760	ArchPhaZ_patatin	789824	790993	-	BdhA
GCF_009392895.1	NZ_CP045490.1	NZ_CP045490.1_88	ArchPhaZ_patatin	99051	100037	-	BdhA
GCF_009392895.1	NZ_CP045490.1	NZ_CP045490.1_167	ArchPhaZ_patatin	187289	188311	-	BdhA
GCF_009617995.1	NZ_CP044129.1	NZ_CP044129.1_3012	ArchPhaZ_patatin	2867380	2868375	-	BdhA
GCF_009741825.1	NZ_WPCA01000002.1	NZ_WPCA01000002.1_50	ArchPhaZ_patatin	39121	40107	+	BdhA
GCF_009741925.1	NZ_WPCC01000003.1	NZ_WPCC01000003.1_8	ArchPhaZ_patatin	6056	7009	+	BdhA
GCF_009791395.1	NZ_WSZK01000015.1	NZ_WSZK01000015.1_782	ArchPhaZ_patatin	728933	729925	+	
GCF_009831455.1	NZ_WOWO01000003.1	NZ_WOWO01000003.1_502	ArchPhaZ_patatin	488809	489846	+	BdhA
GCF_009831575.1	NZ_WUUT01000007.1	NZ_WUUT01000007.1_127	ArchPhaZ_patatin	135894	136871	-	BdhA
GCF_009834785.1	NZ_WUYX01000070.1	NZ_WUYX01000070.1_194	ArchPhaZ_patatin	193763	194848	+	BdhA
GCF_009898475.1	NZ_QURE01000051.1	NZ_QURE01000051.1_2	ArchPhaZ_patatin	903	2177	-	
GCF_009898475.1	NZ_QURE01000154.1	NZ_QURE01000154.1_6	ArchPhaZ_patatin	4058	5176	-	
GCF_009898475.1	NZ_QURE01000095.1	NZ_QURE01000095.1_6	ArchPhaZ_patatin	4202	4807	+	
GCF_010119195.1	NZ_WRXL01000001.1	NZ_WRXL01000001.1_448	ArchPhaZ_patatin	414629	415585	-	
GCF_010119205.1	NZ_WRXM01000001.1	NZ_WRXM01000001.1_1238	ArchPhaZ_patatin	1193889	1194875	-	
GCF_010119205.1	NZ_WRXM01000004.1	NZ_WRXM01000004.1_14	ArchPhaZ_patatin	10364	11377	+	BdhA
GCF_011319465.1	NZ_RCMB01000007.1	NZ_RCMB01000007.1_227	ArchPhaZ_patatin	156198	157145	+	PhaC;PhaE
GCF_011319465.1	NZ_RCMB01000022.1	NZ_RCMB01000022.1_15	ArchPhaZ_patatin	9263	10351	-	
GCF_011319475.1	NZ_RCMC01000096.1	NZ_RCMC01000096.1_17	ArchPhaZ_patatin	12829	13665	-	PhaC;PhaE
GCF_011440375.1	NZ_JAAOIR010000005.1	NZ_JAAOIR010000005.1_126	ArchPhaZ_patatin	127686	128777	+	BdhA
GCF_013388945.1	NZ_JACAEH010000009.1	NZ_JACAEH010000009.1_40	ArchPhaZ_patatin	31128	32192	-	
GCF_013391105.1	NZ_CP058335.1	NZ_CP058335.1_1268	ArchPhaZ_patatin	1151346	1152299	-	
GCF_013402815.2	NZ_CP058601.1	NZ_CP058601.1_808	ArchPhaZ_patatin	825439	826425	+	
GCF_013407275.1	NZ_CP030846.1	NZ_CP030846.1_800	ArchPhaZ_patatin	715144	716250	-	
GCF_013415905.1	NZ_CP058909.1	NZ_CP058909.1_3274	ArchPhaZ_patatin	3232854	3233834	+	BdhA
GCF_013456555.2	NZ_CP059154.1	NZ_CP059154.1_3773	ArchPhaZ_patatin	3746696	3747724	-	BdhA
GCF_013839425.1	NZ_JACDNP010000002.1	NZ_JACDNP010000002.1_280	ArchPhaZ_patatin	288402	289367	+	BdhA
GCF_014647235.1	NZ_BMOU01000001.1	NZ_BMOU01000001.1_43	ArchPhaZ_patatin	25553	26539	+	
GCF_014647235.1	NZ_BMOU01000003.1	NZ_BMOU01000003.1_24	ArchPhaZ_patatin	21584	22600	+	BdhA
GCF_014647415.1	NZ_BMPD01000009.1	NZ_BMPD01000009.1_117	ArchPhaZ_patatin	100881	101864	-	
GCF_016065055.1	NZ_CP065856.1	NZ_CP065856.1_1053	ArchPhaZ_patatin	1088541	1089500	+	
GCF_017352095.1	NZ_CP071463.1	NZ_CP071463.1_143	ArchPhaZ_patatin	143488	144564	+	
GCF_019599405.1	NZ_RKLQ01000001.1	NZ_RKLQ01000001.1_1352	ArchPhaZ_patatin	1303830	1304801	-	
GCF_019599465.1	NZ_RKLR01000014.1	NZ_RKLR01000014.1_5	ArchPhaZ_patatin	1962	2942	+	
GCF_019599465.1	NZ_RKLR01000015.1	NZ_RKLR01000015.1_27	ArchPhaZ_patatin	19706	20686	+	BdhA
GCF_019599465.1	NZ_RKLR01000024.1	NZ_RKLR01000024.1_18	ArchPhaZ_patatin	15547	16542	-	
GCF_019879105.1	NZ_CP082248.1	NZ_CP082248.1_1	ArchPhaZ_patatin	253	1533	-	
