genome	patatin_copies
GCA_009665115.1	5
GCA_009692245.1	1
GCA_009692275.1	1
GCA_009692345.1	1
GCA_009692485.1	1
GCA_009692555.1	1
GCA_009693225.1	1
GCA_009693235.1	1
GCA_009693245.1	1
GCA_009693305.1	1
GCA_009693325.1	1
GCA_009693345.1	1
GCA_009693505.1	2
GCA_009693835.1	1
GCA_009693995.1	1
GCA_009694045.1	3
GCA_009694125.1	1
GCA_009694185.1	2
GCA_009694265.1	1
GCA_009699505.1	1
GCA_009701885.1	1
GCA_009712185.1	1
GCA_009733745.1	2
GCA_009765735.1	3
GCA_009772935.1	4
GCA_009773335.1	1
GCA_009777245.1	1
GCA_009777925.1	1
GCA_009778355.1	1
GCA_009779135.1	1
GCA_009779355.1	1
GCA_009780885.1	1
GCA_009781045.1	1
GCA_009781085.1	1
GCA_009781175.1	1
GCA_009782825.1	1
GCA_009783315.1	1
GCA_009784565.1	1
GCA_009789175.1	1
GCA_009836625.1	1
GCA_009837085.1	1
GCA_009837885.1	1
GCA_009838525.1	1
GCA_009845425.1	1
GCA_009849585.1	1
GCA_009861545.1	1
GCA_009867135.1	1
GCA_009885595.1	1
GCA_009885825.1	3
GCA_009886115.1	2
GCA_009908405.1	1
GCA_009908425.1	3
GCA_009908505.1	1
GCA_009908745.1	4
GCA_009909005.1	1
GCA_009909065.1	1
GCA_009912235.1	1
GCA_009912575.1	2
GCA_009914575.1	1
GCA_009914615.1	3
GCA_009922295.1	1
GCA_009922405.1	3
GCA_009923315.1	1
GCA_009923345.1	1
GCA_009923505.1	1
GCA_009923755.1	2
GCA_009924455.1	1
GCA_009925585.1	1
GCA_009925925.1	3
GCA_009925955.1	1
GCA_009925965.1	2
GCA_009926845.1	2
GCA_009927445.1	3
GCA_009927495.1	1
GCA_009927815.1	2
GCA_009928125.1	1
GCA_009928645.1	1
GCA_009936995.1	1
GCA_009937425.1	1
GCA_009937505.1	1
GCA_009937525.1	1
GCA_009991425.1	1
GCA_009992505.1	2
GCA_009992615.1	1
GCA_009993005.1	1
GCA_009995045.1	1
GCA_009995705.1	1
GCA_009996515.1	3
GCA_010024125.1	1
GCA_010024875.1	2
GCA_010028905.1	1
GCA_010030205.1	2
GCA_010031735.1	1
GCA_010031785.1	1
GCA_010032545.1	3
GCA_010365205.1	1
GCA_010645215.1	5
GCA_011046135.1	2
GCA_011050415.1	1
GCA_011050525.1	1
GCA_011050655.1	1
GCA_011053055.1	1
GCA_011090425.1	1
GCA_011250595.1	1
GCA_011376105.1	1
GCA_011389515.1	1
GCA_011389655.1	1
GCA_011389685.1	1
GCA_011389735.1	2
GCA_011389745.1	1
GCA_011389855.1	1
GCA_011389895.1	1
GCA_011390035.1	1
GCA_011390055.1	2
GCA_011390065.1	1
GCA_011390135.1	1
GCA_011390205.1	3
GCA_011390315.1	1
GCA_011390475.1	2
GCA_011390755.1	1
GCA_011390855.1	1
GCA_011391125.1	1
GCA_011391155.1	1
GCA_011391255.1	1
GCA_011391275.1	1
GCA_011391295.1	1
GCA_011391495.1	3
GCA_011391545.1	2
GCA_011391595.1	2
GCA_011391745.1	1
GCA_011391855.1	3
GCA_011523825.1	1
GCA_011524605.1	2
GCA_011525365.1	1
GCA_011525945.1	2
GCA_011526095.1	1
GCA_011526105.1	1
GCA_011526165.1	1
GCA_011526585.1	2
GCA_011620215.1	3
GCA_011620245.1	1
GCA_011620265.1	2
GCA_012026675.1	1
GCA_012026795.1	2
GCA_012026835.1	2
GCA_012026885.1	2
GCA_012031035.1	1
GCA_012031215.1	4
GCA_012031225.1	2
GCA_012032215.1	2
GCA_012032275.1	1
GCA_012032555.1	1
GCA_012032775.1	2
GCA_012033195.1	3
GCA_012034075.1	2
GCA_012103475.1	1
GCA_012103505.1	1
GCA_012270995.1	1
GCA_012274205.1	1
GCA_012274225.1	2
GCA_012510865.1	1
GCA_012512545.1	2
GCA_012513825.1	4
GCA_012514535.1	3
GCA_012515985.1	1
GCA_012516015.1	1
GCA_012517025.1	1
GCA_012518835.1	3
GCA_012520095.1	1
GCA_012520935.1	1
GCA_012522805.1	1
GCA_012523465.1	1
GCA_012719355.1	1
GCA_012719655.1	1
GCA_012719955.1	1
GCA_012727555.1	1
GCA_012728915.1	2
GCA_012729835.1	1
GCA_012735395.1	2
GCA_012797505.1	2
GCA_012798435.1	1
GCA_012838445.1	1
GCA_012839035.1	3
GCA_012841045.1	2
GCA_012927585.1	4
GCA_012927625.1	3
GCA_012959805.1	1
GCA_012960155.1	1
GCA_012974435.1	1
GCA_012974475.1	1
GCA_013001295.1	1
GCA_013001575.1	1
GCA_013001595.1	2
GCA_013001805.1	1
GCA_013002165.1	1
GCA_013002405.1	2
GCA_013002535.1	1
GCA_013002645.1	1
GCA_013003075.1	1
GCA_013003155.1	1
GCA_013003245.1	1
GCA_013003285.1	1
GCA_013003675.1	2
GCA_013032095.1	1
GCA_013041835.1	1
GCA_013041995.1	1
GCA_013042105.1	1
GCA_013042605.1	1
GCA_013042895.1	1
GCA_013043915.1	3
GCA_013044035.1	2
GCA_013044085.1	1
GCA_013044305.1	1
GCA_013044415.1	1
GCA_013044475.1	1
GCA_013114715.1	2
GCA_013140975.1	1
GCA_013140995.1	2
GCA_013141015.1	1
GCA_013141175.1	1
GCA_013141255.1	2
GCA_013141295.1	1
GCA_013151335.1	1
GCA_013151435.1	1
GCA_013151535.1	1
GCA_013151695.1	1
GCA_013151775.1	2
GCA_013151835.1	2
GCA_013152105.1	2
GCA_013177795.1	1
GCA_013177825.1	2
GCA_013178375.1	2
GCA_013200995.1	1
GCA_013203465.1	1
GCA_013205335.1	3
GCA_013205525.1	1
GCA_013205565.1	2
GCA_013205645.1	2
GCA_013213785.1	1
GCA_013213825.1	1
GCA_013214025.1	1
GCA_013214525.1	2
GCA_013214545.1	1
GCA_013214635.1	1
GCA_013214665.1	1
GCA_013214695.1	1
GCA_013214715.1	1
GCA_013214885.1	1
GCA_013214945.1	1
GCA_013214965.1	1
GCA_013215175.1	2
GCA_013215465.1	2
GCA_013284265.1	3
GCA_013285465.1	3
GCA_013285995.1	2
GCA_013286285.1	1
GCA_013286365.1	2
GCA_013287275.1	1
GCA_013287545.1	1
GCA_013287665.1	3
GCA_013288015.1	1
GCA_013288335.1	2
GCA_013288345.1	2
GCA_013288545.1	1
GCA_013288565.1	2
GCA_013288985.1	1
GCA_013289265.1	1
GCA_013289615.1	1
GCA_013289985.1	4
GCA_013290035.1	2
GCA_013290125.1	2
GCA_013297545.1	2
GCA_013297655.1	1
GCA_013297695.1	2
GCA_013297775.1	2
GCA_013297865.1	3
GCA_013297875.1	1
GCA_013297885.1	1
GCA_013297925.1	3
GCA_013297985.1	2
GCA_013298105.1	2
GCA_013298245.1	1
GCA_013298325.1	1
GCA_013298375.1	1
GCA_013298415.1	2
GCA_013298485.1	2
GCA_013298545.1	2
GCA_013298625.1	2
GCA_013298715.1	2
GCA_013298745.1	2
GCA_013298815.1	2
GCA_013298895.1	1
GCA_013298945.1	2
GCA_013299045.1	2
GCA_013299055.1	2
GCA_013299115.1	2
GCA_013335535.1	2
GCA_013336035.1	3
GCA_013347225.1	1
GCA_013349735.1	1
GCA_013359135.1	1
GCA_013360485.1	2
GCA_013361525.1	4
GCA_013361955.1	2
GCA_013362725.1	5
GCA_013363835.1	1
GCA_013373085.1	1
GCA_013373125.1	1
GCA_013373205.1	1
GCA_013373265.1	1
GCA_013373325.1	2
GCA_013373375.1	1
GCA_013373445.1	1
GCA_013373515.1	1
GCA_013373545.1	1
GCA_013373625.1	2
GCA_013376735.1	1
GCA_013388755.1	1
GCA_013388805.1	2
GCA_013388965.1	4
GCA_013389075.1	2
GCA_013389105.1	2
GCA_013389125.1	1
GCA_013414705.1	1
GCA_013414765.1	2
GCA_013416395.1	1
GCA_013416405.1	2
GCA_013416445.1	2
GCA_013416455.1	2
GCA_013416485.1	2
GCA_013426805.1	1
GCA_013519935.1	4
GCA_013538675.1	1
GCA_013538805.1	1
GCA_013693735.1	1
GCA_013693815.1	1
GCA_013693835.1	1
GCA_013693875.1	1
GCA_013693915.1	1
GCA_013694585.1	4
GCA_013695435.1	2
GCA_013695565.1	1
GCA_013695665.1	1
GCA_013695685.1	1
GCA_013695705.1	2
GCA_013695765.1	3
GCA_013695885.1	2
GCA_013696315.1	3
GCA_013696365.1	1
GCA_013696665.1	1
GCA_013696695.1	1
GCA_013696785.1	1
GCA_013697045.1	1
GCA_013697055.1	1
GCA_013697245.1	3
GCA_013697585.1	1
GCA_013697645.1	2
GCA_013697725.1	2
GCA_013697825.1	1
GCA_013697955.1	1
GCA_013698395.1	1
GCA_013698435.1	1
GCA_013791905.1	1
GCA_013812145.1	2
GCA_013812245.1	2
GCA_013812655.1	1
GCA_013812775.1	2
GCA_013812955.1	1
GCA_013813615.1	1
GCA_013813765.1	1
GCA_013813945.1	1
GCA_013813955.1	2
GCA_013815405.1	1
GCA_013815485.1	1
GCA_013816615.1	2
GCA_013816895.1	2
GCA_013817595.1	1
GCA_013821245.1	6
GCA_013821585.1	1
GCA_013821825.1	1
GCA_013821865.1	1
GCA_013821905.1	3
GCA_013822015.1	3
GCA_013822125.1	1
GCA_013822265.1	2
GCA_013822275.1	1
GCA_013822685.1	5
GCA_013822765.1	3
GCA_013822885.1	3
GCA_013822915.1	2
GCA_013823245.1	1
GCA_013823485.1	2
GCA_013823565.1	3
GCA_013823635.1	2
GCA_013823655.1	1
GCA_013823725.1	1
GCA_013823855.1	1
GCA_013824015.1	2
GCA_013824045.1	1
GCA_013824055.1	1
GCA_013824165.1	2
GCA_013911135.1	1
GCA_013911595.1	1
GCA_013911655.1	3
GCA_013911715.1	1
GCA_013911885.1	1
GCA_013911975.1	3
GCA_014116815.1	1
GCA_014189435.1	2
GCA_014190675.1	1
GCA_014191855.1	1
GCA_014204625.1	1
GCA_014237465.1	1
GCA_014239625.1	1
GCA_014268975.2	1
GCA_014304965.1	1
GCA_014305025.1	1
GCA_014359765.1	1
GCA_014376425.1	1
GCA_014376525.1	1
GCA_014376645.1	2
GCA_014376765.1	2
GCA_014376805.1	1
GCA_014377055.1	1
GCA_014377705.1	1
GCA_014377845.1	2
GCA_014378345.1	1
GCA_014378485.1	2
GCA_014378555.1	1
GCA_014378805.1	1
GCA_014378995.1	3
GCA_014379045.1	2
GCA_014379395.1	2
GCA_014379805.1	3
GCA_014379915.1	2
GCA_014380005.1	2
GCA_014380115.1	2
GCA_014380205.1	2
GCA_014380485.1	2
GCA_014382715.1	1
GCA_014444615.1	1
GCA_014523485.1	1
GCA_014523495.1	2
GCA_014523525.1	1
GCA_014523625.1	5
GCA_014523665.1	16
GCA_014523685.1	3
GCA_014523695.1	10
GCA_014595895.1	1
GCA_014637085.1	3
GCA_014647715.1	1
GCA_014648495.1	1
GCA_014654775.1	1
GCA_014656495.1	1
GCA_014763715.1	1
GCA_014763785.1	1
GCA_014822185.1	2
GCA_014859445.1	1
GCA_014859905.1	1
GCA_014859945.1	1
GCA_014860355.1	1
GCA_014860395.1	1
GCA_014860445.1	1
GCA_014872815.1	1
GCA_014872875.1	1
GCA_014879375.1	2
GCA_014879745.1	3
GCA_014879945.1	2
GCA_014932895.1	2
GCA_015062335.1	1
GCA_015075105.1	1
GCA_015075165.1	4
GCA_015075425.1	1
GCA_015075545.1	3
GCA_015075635.1	3
GCA_015075645.1	3
GCA_015222795.1	1
GCA_015223225.1	1
GCA_015228815.1	1
GCA_015228925.1	1
GCA_015228935.1	1
GCA_015231395.1	1
GCA_015231615.1	1
GCA_015231705.1	1
GCA_015231915.1	2
GCA_015232025.1	1
GCA_015232455.1	1
GCA_015232465.1	1
GCA_015232485.1	2
GCA_015232555.1	1
GCA_015232645.1	1
GCA_015232935.1	1
GCA_015233035.1	1
GCA_015233245.1	1
GCA_015233295.1	1
GCA_015233355.1	1
GCA_015233465.1	1
GCA_015233615.1	1
GCA_015233755.1	1
GCA_015233895.1	1
GCA_015272195.1	2
GCA_015295905.1	1
GCA_015296065.1	1
GCA_015478825.1	1
GCA_015478895.1	1
GCA_015485375.1	1
GCA_015487305.1	1
GCA_015494375.1	1
GCA_015654615.1	2
GCA_015654675.1	1
GCA_015654725.1	1
GCA_015654825.1	1
GCA_015654855.1	1
GCA_015655225.1	1
GCA_015655335.1	1
GCA_015657575.1	2
GCA_015657635.1	2
GCA_015657735.1	4
GCA_015661095.1	1
GCA_015665455.1	1
GCA_015686845.1	1
GCA_015689645.1	1
GCA_015689685.1	1
GCA_015689705.1	1
GCA_015689745.1	1
GCA_015999985.1	2
GCA_016000085.1	1
GCA_016000195.1	3
GCA_016000265.1	3
GCA_016008875.1	1
GCA_016124195.1	1
GCA_016124255.1	1
GCA_016124315.1	2
GCA_016124335.1	1
GCA_016124385.1	1
GCA_016124495.1	1
GCA_016124615.1	2
GCA_016124635.1	3
GCA_016124645.1	1
GCA_016124655.1	2
GCA_016124675.1	1
GCA_016124795.1	1
GCA_016124805.1	1
GCA_016124905.1	1
GCA_016125045.1	2
GCA_016125135.1	1
GCA_016125375.1	1
GCA_016125405.1	1
GCA_016125425.1	1
GCA_016125455.1	1
GCA_016125475.1	1
GCA_016125495.1	2
GCA_016125585.1	2
GCA_016177575.1	1
GCA_016177705.1	1
GCA_016177765.1	2
GCA_016177805.1	1
GCA_016177865.1	1
GCA_016177875.1	5
GCA_016178015.1	2
GCA_016178265.1	2
GCA_016179165.1	3
GCA_016179965.1	1
GCA_016182845.1	1
GCA_016182965.1	2
GCA_016183235.1	2
GCA_016183615.1	4
GCA_016183655.1	2
GCA_016183675.1	2
GCA_016183985.1	4
GCA_016184045.1	1
GCA_016185015.1	3
GCA_016185075.1	4
GCA_016185125.1	2
GCA_016185145.1	3
GCA_016185205.1	1
GCA_016187325.1	1
GCA_016187835.1	1
GCA_016188575.1	4
GCA_016190375.1	2
GCA_016191205.1	1
GCA_016191245.1	3
GCA_016191305.1	3
GCA_016191525.1	3
GCA_016191685.1	2
GCA_016191785.1	3
GCA_016191995.1	1
GCA_016192025.1	1
GCA_016192065.1	2
GCA_016192425.1	3
GCA_016192435.1	1
GCA_016192825.1	2
GCA_016192835.1	1
GCA_016193045.1	1
GCA_016193285.1	2
GCA_016193395.1	1
GCA_016193465.1	1
GCA_016194905.1	2
GCA_016194935.1	2
GCA_016194975.1	2
GCA_016194985.1	3
GCA_016195085.1	1
GCA_016195095.1	2
GCA_016195115.1	7
GCA_016195125.1	2
GCA_016195145.1	3
GCA_016195205.1	1
GCA_016195825.1	5
GCA_016195915.1	2
GCA_016196925.1	1
GCA_016197345.1	1
GCA_016198885.1	1
GCA_016199745.1	2
GCA_016200085.1	1
GCA_016200385.1	1
GCA_016200585.1	3
GCA_016200845.1	1
GCA_016200895.1	3
GCA_016201015.1	3
GCA_016201045.1	4
GCA_016201085.1	1
GCA_016201435.1	3
GCA_016201575.1	1
GCA_016201645.1	1
GCA_016201905.1	2
GCA_016202395.1	2
GCA_016202565.1	3
GCA_016202605.1	2
GCA_016207685.1	1
GCA_016208415.1	1
GCA_016208425.1	1
GCA_016209145.1	1
GCA_016209385.1	1
GCA_016209425.1	1
GCA_016209635.1	1
GCA_016210005.1	1
GCA_016210055.1	1
GCA_016210745.1	3
GCA_016212565.1	3
GCA_016212965.1	2
GCA_016213205.1	1
GCA_016213265.1	1
GCA_016213325.1	4
GCA_016213575.1	1
GCA_016213785.1	1
GCA_016213845.1	1
GCA_016214145.1	3
GCA_016214175.1	1
GCA_016214955.1	1
GCA_016215085.1	1
GCA_016215465.1	1
GCA_016215605.1	1
GCA_016215645.1	2
GCA_016218725.1	1
GCA_016218805.1	1
GCA_016218825.1	2
GCA_016218865.1	1
GCA_016218925.1	1
GCA_016219375.1	4
GCA_016223165.1	3
GCA_016234445.1	1
GCA_016234705.1	2
GCA_016234745.1	2
GCA_016235025.1	1
GCA_016235165.1	1
GCA_016235765.1	2
GCA_016235805.1	1
GCA_016278295.1	1
GCA_016278325.1	1
GCA_016342325.1	2
GCA_016428805.1	2
GCA_016428875.1	2
GCA_016428905.1	2
GCA_016428915.1	3
GCA_016429015.1	2
GCA_016429195.1	1
GCA_016429215.1	3
GCA_016463045.1	2
GCA_016463225.1	3
GCA_016463455.1	2
GCA_016463765.1	2
GCA_016464775.1	1
GCA_016471375.1	1
GCA_016521575.1	1
GCA_016522385.1	1
GCA_016599855.1	5
GCA_016616425.1	3
GCA_016617495.1	3
GCA_016649475.1	1
GCA_016650315.1	1
GCA_016699855.1	1
GCA_016702335.1	1
GCA_016702555.1	3
GCA_016702605.1	3
GCA_016702655.1	2
GCA_016702705.1	3
GCA_016703325.1	3
GCA_016703425.1	3
GCA_016703665.1	3
GCA_016703765.1	1
GCA_016703785.1	2
GCA_016703895.1	1
GCA_016703945.1	2
GCA_016704145.1	1
GCA_016704435.1	1
GCA_016704535.1	2
GCA_016704655.1	1
GCA_016704895.1	2
GCA_016705325.1	2
GCA_016705475.1	3
GCA_016705575.1	2
GCA_016705695.1	2
GCA_016706225.1	3
GCA_016706545.1	2
GCA_016706685.1	2
GCA_016707075.1	2
GCA_016707445.1	3
GCA_016707485.1	3
GCA_016707895.1	2
GCA_016708345.1	2
GCA_016708435.1	1
GCA_016708585.1	2
GCA_016708725.1	1
GCA_016708825.1	1
GCA_016708845.1	1
GCA_016708905.1	2
GCA_016708925.1	1
GCA_016709225.1	1
GCA_016709335.1	1
GCA_016709385.1	3
GCA_016709495.1	3
GCA_016709545.1	2
GCA_016709575.1	2
GCA_016709665.1	3
GCA_016709675.1	1
GCA_016709965.1	4
GCA_016710065.1	4
GCA_016710235.1	1
GCA_016710265.1	1
GCA_016710465.1	2
GCA_016710525.1	2
GCA_016710585.1	1
GCA_016710885.1	1
GCA_016711045.1	2
GCA_016711125.1	1
GCA_016711285.1	1
GCA_016711485.1	1
GCA_016711805.1	2
GCA_016711825.1	1
GCA_016711875.1	2
GCA_016712105.1	1
GCA_016712145.1	1
GCA_016712225.1	1
GCA_016712315.1	1
GCA_016712345.1	1
GCA_016712445.1	1
GCA_016712525.1	3
GCA_016712595.1	1
GCA_016712625.1	1
GCA_016712715.1	2
GCA_016712745.1	2
GCA_016713005.1	1
GCA_016713125.1	1
GCA_016713225.1	1
GCA_016713235.1	1
GCA_016713335.1	2
GCA_016713405.1	1
GCA_016713535.1	2
GCA_016713625.1	2
GCA_016713725.1	3
GCA_016713885.1	2
GCA_016713905.1	1
GCA_016714025.1	1
GCA_016714225.1	1
GCA_016714365.1	1
GCA_016714495.1	1
GCA_016714645.1	2
GCA_016714795.1	1
GCA_016714935.1	2
GCA_016714975.1	3
GCA_016715885.1	1
GCA_016715905.1	3
GCA_016715965.1	1
GCA_016716085.1	3
GCA_016716185.1	1
GCA_016716275.1	2
GCA_016716425.1	3
GCA_016716535.1	1
GCA_016716675.1	2
GCA_016716745.1	1
GCA_016716835.1	1
GCA_016716965.1	2
GCA_016717005.1	2
GCA_016717265.1	1
GCA_016717335.1	2
GCA_016717855.1	1
GCA_016718155.1	2
GCA_016718405.1	2
GCA_016718525.1	2
GCA_016719135.1	2
GCA_016719385.1	4
GCA_016719405.1	2
GCA_016719535.1	2
GCA_016719615.1	1
GCA_016719885.1	1
GCA_016719945.1	1
GCA_016720065.1	3
GCA_016720425.1	1
GCA_016720545.1	2
GCA_016720595.1	1
GCA_016720685.1	2
GCA_016720855.1	1
GCA_016720925.1	4
GCA_016721015.1	4
GCA_016721185.1	3
GCA_016721465.1	2
GCA_016721505.1	1
GCA_016721925.1	1
GCA_016722075.1	2
GCA_016722295.1	1
GCA_016722705.1	1
GCA_016722945.1	1
GCA_016741995.1	2
GCA_016742295.1	4
GCA_016744355.1	1
GCA_016744695.1	1
GCA_016745215.1	1
GCA_016763155.1	1
GCA_016763395.1	1
GCA_016763475.1	1
GCA_016764415.1	1
GCA_016764775.1	1
GCA_016765295.1	2
GCA_016779585.1	1
GCA_016779605.1	1
GCA_016780605.1	5
GCA_016781555.1	1
GCA_016782225.1	3
GCA_016782315.1	5
GCA_016783965.1	1
GCA_016785015.1	2
GCA_016785955.1	1
GCA_016787365.1	2
GCA_016787445.1	2
GCA_016787525.1	1
GCA_016787575.1	1
GCA_016787705.1	3
GCA_016787785.1	2
GCA_016787895.1	2
GCA_016788025.1	2
GCA_016788495.1	2
GCA_016788525.1	2
GCA_016788865.1	1
GCA_016789125.1	2
GCA_016789295.1	1
GCA_016789405.1	1
GCA_016789495.1	2
GCA_016789845.1	1
GCA_016789865.1	3
GCA_016789885.1	2
GCA_016789955.1	2
GCA_016790005.1	1
GCA_016790045.1	1
GCA_016790165.1	1
GCA_016790175.1	4
GCA_016790285.1	3
GCA_016790365.1	2
GCA_016790395.1	2
GCA_016790425.1	1
GCA_016790435.1	1
GCA_016790475.1	4
GCA_016790515.1	3
GCA_016790575.1	1
GCA_016790625.1	3
GCA_016790635.1	3
GCA_016790695.1	3
GCA_016790705.1	1
GCA_016790765.1	1
GCA_016790815.1	2
GCA_016790845.1	3
GCA_016790885.1	1
GCA_016790965.1	3
GCA_016791005.1	4
GCA_016791025.1	4
GCA_016791045.1	1
GCA_016791065.1	3
GCA_016791085.1	4
GCA_016791105.1	3
GCA_016791115.1	1
GCA_016791145.1	1
GCA_016791205.1	1
GCA_016791265.1	4
GCA_016791325.1	1
GCA_016791345.1	2
GCA_016791365.1	1
GCA_016791425.1	2
GCA_016791445.1	1
GCA_016791465.1	2
GCA_016792585.1	1
GCA_016792605.1	3
GCA_016792625.1	1
GCA_016792665.1	1
GCA_016792765.1	1
GCA_016792845.1	1
GCA_016792935.1	2
GCA_016793045.1	3
GCA_016793085.1	1
GCA_016793095.1	2
GCA_016793165.1	3
GCA_016793325.1	2
GCA_016793355.1	1
GCA_016793445.1	3
GCA_016793485.1	1
GCA_016793505.1	1
GCA_016793565.1	1
GCA_016793635.1	1
GCA_016793775.1	1
GCA_016793875.1	1
GCA_016793925.1	1
GCA_016793965.1	4
GCA_016794005.1	2
GCA_016794025.1	1
GCA_016794075.1	2
GCA_016794145.1	1
GCA_016794165.1	3
GCA_016794245.1	1
GCA_016794305.1	1
GCA_016794325.1	2
GCA_016794345.1	2
GCA_016794365.1	1
GCA_016794445.1	2
GCA_016794465.1	1
GCA_016794505.1	1
GCA_016794525.1	2
GCA_016794545.1	1
GCA_016794595.1	2
GCA_016794615.1	2
GCA_016839165.1	4
GCA_016841675.1	1
GCA_016841875.1	1
GCA_016844605.1	1
GCA_016845585.1	1
GCA_016861105.1	1
GCA_016861165.1	1
GCA_016865015.1	1
GCA_016868015.1	1
GCA_016868035.1	2
GCA_016868055.1	1
GCA_016868175.1	1
GCA_016868205.1	1
GCA_016868295.1	2
GCA_016868355.1	1
GCA_016869075.1	1
GCA_016869145.1	1
GCA_016869175.1	4
GCA_016869215.1	2
GCA_016869285.1	1
GCA_016869375.1	1
GCA_016869415.1	1
GCA_016869435.1	1
GCA_016869515.1	2
GCA_016869535.1	1
GCA_016869555.1	1
GCA_016869595.1	1
GCA_016869645.1	2
GCA_016869675.1	2
GCA_016869715.1	1
GCA_016869735.1	1
GCA_016869765.1	1
GCA_016869875.1	2
GCA_016869895.1	1
GCA_016869975.1	2
GCA_016870055.1	1
GCA_016870095.1	1
GCA_016871255.1	1
GCA_016872535.1	1
GCA_016874095.1	1
GCA_016874135.1	2
GCA_016874295.1	1
GCA_016874835.1	1
GCA_016874845.1	1
GCA_016875315.1	1
GCA_016875405.1	1
GCA_016875995.1	1
GCA_016879935.1	2
GCA_016880375.1	2
GCA_016880655.1	2
GCA_016882265.1	1
GCA_016888885.1	1
GCA_016903655.1	1
GCA_016926755.1	1
GCA_016933215.1	1
GCA_016933675.1	1
GCA_016933965.1	2
GCA_016934455.1	1
GCA_016936035.1	1
GCA_016936395.1	1
GCA_016936875.1	2
GCA_016937195.1	1
GCA_016937575.1	3
GCA_016937725.1	1
GCA_017302035.1	1
GCA_017302045.1	1
GCA_017302135.1	1
GCA_017302295.1	2
GCA_017302335.1	1
GCA_017302435.1	1
GCA_017302485.1	1
GCA_017302495.1	1
GCA_017302505.1	1
GCA_017302575.1	1
GCA_017302635.1	1
GCA_017302655.1	3
GCA_017302755.1	1
GCA_017302795.1	2
GCA_017303355.1	1
GCA_017303485.1	1
GCA_017303575.1	1
GCA_017303715.1	1
GCA_017303905.1	3
GCA_017304105.1	1
GCA_017304125.1	1
GCA_017304275.1	1
GCA_017304475.1	2
GCA_017304505.1	1
GCA_017304655.1	1
GCA_017304685.1	1
GCA_017304945.1	3
GCA_017305055.1	1
GCA_017305455.1	1
GCA_017305515.1	3
GCA_017305535.1	2
GCA_017305555.1	2
GCA_017305595.1	2
GCA_017305635.1	1
GCA_017305665.1	5
GCA_017305715.1	3
GCA_017305835.1	1
GCA_017306715.1	4
GCA_017307065.1	2
GCA_017307205.1	1
GCA_017307275.1	3
GCA_017307285.1	3
GCA_017307335.1	2
GCA_017307355.1	1
GCA_017307785.1	2
GCA_017307855.1	2
GCA_017307915.1	2
GCA_017307955.1	1
GCA_017308115.1	1
GCA_017308135.1	1
GCA_017308235.1	2
GCA_017308345.1	2
GCA_017308575.1	4
GCA_017308595.1	4
GCA_017309145.1	4
GCA_017309275.1	1
GCA_017347485.1	1
GCA_017353815.1	4
GCA_017353825.1	2
GCA_017353855.1	2
GCA_017354095.1	2
GCA_017390475.1	2
GCA_017433825.1	3
GCA_017437605.1	1
GCA_017439665.1	1
GCA_017458185.1	1
GCA_017459605.1	1
GCA_017474385.1	3
GCA_017476405.1	1
GCA_017508845.1	1
GCA_017510335.1	1
GCA_017511185.1	2
GCA_017512425.1	1
GCA_017515565.1	2
GCA_017518845.1	1
GCA_017536965.1	2
GCA_017540565.1	1
GCA_017542965.1	1
GCA_017553165.1	1
GCA_017577615.2	1
GCA_017592665.1	1
GCA_017612585.1	2
GCA_017614525.1	1
GCA_017622135.1	1
GCA_017640505.1	1
GCA_017640615.1	1
GCA_017642885.1	1
GCA_017642895.1	2
GCA_017642935.1	1
GCA_017643025.1	1
GCA_017643215.1	1
GCA_017643325.1	1
GCA_017644005.1	1
GCA_017644045.1	2
GCA_017644105.1	1
GCA_017645365.1	1
GCA_017649895.1	1
GCA_017652745.1	1
GCA_017743475.1	2
GCA_017744285.1	3
GCA_017744355.1	1
GCA_017744365.1	1
GCA_017744495.1	1
GCA_017744935.1	3
GCA_017745175.1	2
GCA_017745195.1	2
GCA_017745235.1	1
GCA_017745295.1	2
GCA_017745595.1	2
GCA_017792345.1	1
GCA_017792365.1	1
GCA_017792405.1	1
GCA_017792445.1	1
GCA_017792465.1	3
GCA_017794825.1	1
GCA_017794925.1	1
GCA_017794945.1	1
GCA_017848855.1	1
GCA_017849325.1	3
GCA_017849395.1	1
GCA_017849615.1	1
GCA_017854585.1	1
GCA_017854675.1	1
GCA_017854855.1	1
GCA_017857895.1	1
GCA_017880705.1	2
GCA_017880745.1	1
GCA_017880775.1	2
GCA_017880805.1	3
GCA_017880985.1	1
GCA_017881025.1	3
GCA_017881055.1	2
GCA_017881265.1	1
GCA_017881345.1	1
GCA_017881795.1	1
GCA_017882465.1	4
GCA_017882585.1	1
GCA_017882715.1	1
GCA_017882835.1	1
GCA_017886375.1	1
GCA_017886405.1	2
GCA_017934045.1	1
GCA_017936345.1	1
GCA_017983445.1	1
GCA_017983615.1	3
GCA_017983635.1	2
GCA_017983755.1	1
GCA_017983955.1	2
GCA_017984755.1	1
GCA_017985015.1	2
GCA_017986055.1	1
GCA_017986065.1	2
GCA_017986605.1	2
GCA_017989135.1	1
GCA_017990865.1	2
GCA_017990895.1	3
GCA_017991555.1	1
GCA_017992055.1	2
GCA_017992885.1	2
GCA_017993335.1	4
GCA_017993615.1	2
GCA_017996055.1	1
GCA_017996175.1	1
GCA_017997455.1	1
