accession	type	length
GCA_002862705.1|PKDU01000066.1_14	LIPO	304
GCA_002862745.1|PKDX01000025.1_7	LIPO	301
GCA_002862785.1|PKDZ01000086.1_25	SP	361
GCA_002862785.1|PKDZ01000022.1_9	SP	388
GCA_002862965.1|PKCW01000306.1_5	SP	320
GCA_002862965.1|PKCW01000261.1_2	SP	333
GCA_002863125.1|PKEB01000005.1_46	SP	482
GCA_002868905.1|PKUA01000039.1_29	LIPO	324
GCA_002869315.1|PKTD01000031.1_3	SP	380
GCA_002869405.1|PKSY01000153.1_13	SP	385
GCA_002869435.1|PKSX01000126.1_9	SP	384
GCA_002898675.1|BEHW01000023.1_13	SP	314
GCA_002919305.1|PKFB01000033.1_85	SP	439
GCA_002928395.1|PEQZ01000025.1_5	SP	345
GCA_002928955.1|PERT01000060.1_1	LIPO	345
GCA_002966495.1|CP016490.1_901	SP	359
GCA_003001795.1|PVNI01000017.1_11	SP	339
GCA_003020985.1|PXRM01000020.1_30	TAT	362
GCA_003021725.1|PXRA01000015.1_5	TAT	331
GCA_003045895.1|PZPC01000112.1_8	SP	376
GCA_003052455.1|QAPD01000006.1_8	SP	498
GCA_003056245.1|MVDH01000003.1_351	SP	468
GCA_003056425.1|PYVY01000016.1_24	SP	331
GCA_003056425.1|PYVY01000006.1_47	SP	639
GCA_003058495.1|QBVC01000014.1_55	LIPO	334
GCA_003112755.1|BFBT01000001.1_1383	LIPO	639
GCA_003133685.1|PKYQ01000012.1_3	SP	336
GCA_003134555.1|PLBO01000059.1_24	LIPO	321
GCA_003134685.1|PLCA01000016.1_302	SP	315
GCA_003134695.1|PLCB01000013.1_54	SP	310
GCA_003134965.1|PLDA01000002.1_1624	LIPO	460
GCA_003134965.1|PLDA01000003.1_687	SP	317
GCA_003134965.1|PLDA01000006.1_173	LIPO	372
GCA_003135415.1|PLBP01000038.1_241	SP	320
GCA_003136255.1|PLDT01000348.1_10	SP	334
GCA_003139095.1|PLHW01000009.1_6	SP	527
GCA_003139415.1|PLIR01000051.1_15	LIPO	325
GCA_003139415.1|PLIR01000042.1_14	LIPO	403
GCA_003140175.1|PLJD01000052.1_49	SP	347
GCA_003140175.1|PLJD01000032.1_64	SP	335
GCA_003141675.1|PLND01000063.1_63	LIPO	312
GCA_003141915.1|PLNY01000294.1_8	LIPO	308
GCA_003142535.1|PLMQ01000046.1_2	SP	423
GCA_003142535.1|PLMQ01000046.1_8	SP	414
GCA_003142535.1|PLMQ01000046.1_9	SP	403
GCA_003142535.1|PLMQ01000032.1_66	SP	557
GCA_003149635.1|QCWI01000001.1_53	SP	380
GCA_003151415.1|PLXK01000082.1_5	SP	415
GCA_003151415.1|PLXK01000207.1_20	SP	491
GCA_003151415.1|PLXK01000255.1_4	SP	389
GCA_003151475.1|PLXQ01000060.1_139	SP	351
GCA_003151815.1|PLYN01000025.1_3	SP	388
GCA_003151815.1|PLYN01000053.1_31	SP	797
GCA_003151955.1|PLZB01000081.1_8	LIPO	324
GCA_003152215.1|PLZP01000050.1_33	SP	322
GCA_003152315.1|PLZV01000037.1_119	SP	304
GCA_003152355.1|PMAA01000181.1_5	LIPO	309
GCA_003152835.1|PMBC01000202.1_22	SP	327
GCA_003153015.1|PMBS01000211.1_7	SP	529
GCA_003153195.1|PLXG01000111.1_67	LIPO	410
GCA_003153315.1|PLYA01000007.1_46	SP	488
GCA_003153435.1|PLYR01000119.1_27	SP	494
GCA_003153435.1|PLYR01000018.1_31	SP	419
GCA_003153555.1|PLZS01000048.1_87	SP	334
GCA_003153555.1|PLZS01000088.1_56	SP	346
GCA_003153675.1|PMAN01000083.1_4	LIPO	446
GCA_003154115.1|PMCF01000435.1_35	LIPO	559
GCA_003154135.1|PMCN01000222.1_9	LIPO	649
GCA_003155915.1|PMFA01000021.1_101	SP	334
GCA_003156715.1|PMHO01000053.1_40	LIPO	381
GCA_003157035.1|PMIF01000070.1_2	SP	348
GCA_003157035.1|PMIF01000067.1_5	SP	305
GCA_003157775.1|PMKP01000122.1_9	SP	545
GCA_003158175.1|PMHJ01000025.1_39	LIPO	301
GCA_003158255.1|PMIH01000158.1_8	SP	339
GCA_003158735.1|PMLB01000380.1_1	SP	660
GCA_003158735.1|PMLB01000192.1_17	SP	546
GCA_003160635.1|PMLV01000135.1_19	SP	367
GCA_003161255.1|PMOQ01000034.1_6	SP	358
GCA_003161435.1|PMOS01000042.1_37	LIPO	374
GCA_003161515.1|PMOH01000347.1_3	LIPO	333
GCA_003161555.1|PMOG01000039.1_5	SP	307
GCA_003161555.1|PMOG01000058.1_13	LIPO	369
GCA_003162595.1|PMNJ01000120.1_7	LIPO	261
GCA_003162935.1|PLUW01000120.1_110	SP	521
GCA_003164895.1|PLUL01000078.1_6	SP	323
GCA_003164895.1|PLUL01000020.1_94	SP	491
GCA_003164955.1|PLRW01000097.1_4	SP	334
GCA_003165295.1|PLTC01000129.1_17	SP	438
GCA_003165895.1|PMXD01000048.1_6	SP	402
GCA_003165895.1|PMXD01000170.1_12	SP	306
GCA_003165895.1|PMXD01000254.1_2	SP	384
GCA_003169675.1|PNAT01000201.1_6	SP	337
GCA_003169845.1|PNAG01000002.1_16	LIPO	307
GCA_003170275.1|PNAM01000017.1_5	LIPO	421
GCA_003170275.1|PNAM01000118.1_43	LIPO	421
GCA_003170275.1|PNAM01000113.1_28	LIPO	327
GCA_003170275.1|PNAM01000060.1_48	LIPO	356
GCA_003170555.1|PMZC01000379.1_9	LIPO	316
GCA_003171035.1|PMXR01000070.1_34	SP	534
GCA_003171215.1|PMYN01000128.1_26	LIPO	320
GCA_003175915.1|PSRH01000216.1_29	SP	303
GCA_003220225.1|QHRU01000034.1_26	SP	299
GCA_003220335.1|QHSB01000288.1_4	SP	298
GCA_003220345.1|QHSC01000083.1_27	SP	322
GCA_003220435.1|QHSL01000054.1_11	SP	310
GCA_003220475.1|QHSO01000101.1_3	SP	298
GCA_003220535.1|QHSU01000079.1_31	SP	311
GCA_003220595.1|QHSZ01000118.1_4	SP	309
GCA_003220615.1|QHTB01000153.1_45	SP	320
GCA_003220795.1|QHTK01000046.1_12	SP	314
GCA_003220935.1|QHTT01000002.1_2	SP	314
GCA_003221515.1|QHSI01000098.1_138	SP	310
GCA_003221615.1|QHSQ01000261.1_3	SP	313
GCA_003221805.1|QHUA01000177.1_1	SP	307
GCA_003223145.1|QHXY01000245.1_2	SP	322
GCA_003223215.1|QHYH01000142.1_10	SP	268
GCA_003223255.1|QHYJ01000102.1_8	SP	269
GCA_003223635.1|QHVS01000090.1_5	SP	302
GCA_003224085.1|QHYK01000066.1_58	SP	266
GCA_003224105.1|QHYL01000038.1_4	SP	271
GCA_003224855.1|QHZY01000003.1_56	SP	262
GCA_003224905.1|QIAA01000134.1_2	SP	335
GCA_003225005.1|QIAN01000296.1_30	SP	272
GCA_003225075.1|QIAP01000079.1_3	SP	269
GCA_003231795.1|QIJI01000159.1_9	SP	308
GCA_003232965.1|QIKG01000210.1_3	SP	326
GCA_003233115.1|QIKV01000103.1_5	SP	324
GCA_003235325.1|QJWQ01000017.1_8	SP	367
GCA_003241895.1|QBLY01000021.1_40	LIPO	356
GCA_003242885.1|QKMZ01000006.1_520	LIPO	340
GCA_003242885.1|QKMZ01000001.1_49	SP	360
GCA_003243425.1|QFQP01000031.1_38	SP	386
GCA_003243425.1|QFQP01000005.1_2	LIPO	441
GCA_003243425.1|QFQP01000007.1_137	LIPO	299
GCA_003245575.1|QKCR01000115.1_7	SP	346
GCA_003245835.1|QKCC01000267.1_3	LIPO	361
GCA_003245895.1|QKBZ01000001.1_22	SP	445
GCA_003247575.1|QJZC01000035.1_31	LIPO	321
GCA_003248565.1|QFOV01000076.1_2	SP	334
GCA_003249315.1|QKJM01000579.1_13	SP	334
GCA_003249315.1|QKJM01001021.1_4	LIPO	358
GCA_003250275.1|QKGW01000411.1_2	SP	288
GCA_003251795.1|QKEI01000189.1_18	SP	365
GCA_003252075.1|QKDO01000006.1_3	LIPO	310
GCA_003252225.1|QKFE01000002.1_13	LIPO	282
GCA_003252385.1|QKEH01000102.1_22	LIPO	295
GCA_003252385.1|QKEH01000137.1_10	SP	387
GCA_003252455.1|QKED01000114.1_9	SP	298
GCA_003265895.1|QFBS01000034.1_6	LIPO	322
GCA_003326195.1|LXQE01000096.1_311	LIPO	314
GCA_003326195.1|LXQE01000165.1_46	SP	331
GCA_003331265.1|QOPV01000027.1_13	LIPO	302
GCA_003331645.1|QOPI01000015.1_7	SP	317
GCA_003331875.1|QOQA01000008.1_50	LIPO	303
GCA_003331885.1|QOPZ01000005.1_5	LIPO	304
GCA_003332265.1|QPGA01000026.1_37	SP	462
GCA_003347205.1|QQBJ01000012.1_282	LIPO	284
GCA_003347205.1|QQBJ01000003.1_254	SP	289
GCA_003388505.1|QQVO01000046.1_26	SP	314
GCA_003388555.1|QQVD01000042.1_47	LIPO	357
GCA_003400185.1|QUQS01000007.1_4	SP	591
GCA_003450735.1|DMEZ01000018.1_43	SP	305
GCA_003451585.1|DMEU01000020.1_25	SP	350
GCA_003451635.1|DMAT01000121.1_3	LIPO	346
GCA_003451975.1|DMIX01000447.1_2	SP	324
GCA_003454975.1|DMST01000308.1_1	SP	391
GCA_003454975.1|DMST01000435.1_5	LIPO	303
GCA_003454975.1|DMST01000109.1_5	SP	299
GCA_003456455.1|DMRV01000263.1_5	SP	319
GCA_003456455.1|DMRV01000297.1_2	SP	381
GCA_003456455.1|DMRV01000122.1_5	SP	378
GCA_003463005.1|QSCI01000007.1_13	SP	539
GCA_003482455.1|DMYW01000036.1_8	SP	327
GCA_003483885.1|DMXI01000124.1_2	SP	746
GCA_003488005.1|DNND01000101.1_14	SP	344
GCA_003500765.1|DNQL01000057.1_9	SP	314
GCA_003501835.1|DNOU01000062.1_5	LIPO	330
GCA_003506275.1|DOBD01000232.1_9	SP	859
GCA_003506435.1|DOAQ01000049.1_223	SP	306
GCA_003508595.1|DNUF01000070.1_50	LIPO	360
GCA_003508595.1|DNUF01000227.1_18	SP	307
GCA_003510825.1|DOKO01000202.1_4	SP	335
GCA_003512365.1|DORI01000203.1_3	SP	379
GCA_003513555.1|DOPG01000411.1_5	SP	292
GCA_003516285.1|DPCK01000113.1_28	SP	322
GCA_003519485.1|DOWQ01000614.1_10	SP	481
GCA_003519485.1|DOWQ01000722.1_10	SP	355
GCA_003524365.1|DQHS01000352.1_2	SP	364
GCA_003525885.1|DQIG01000334.1_8	SP	335
GCA_003529305.1|DPWC01000045.1_4	LIPO	363
GCA_003537575.1|DPRS01000025.1_53	SP	333
GCA_003537575.1|DPRS01000053.1_16	SP	418
GCA_003537575.1|DPRS01000047.1_55	SP	585
GCA_003537575.1|DPRS01000049.1_27	SP	427
GCA_003537575.1|DPRS01000004.1_52	SP	567
GCA_003537575.1|DPRS01000004.1_80	SP	416
GCA_003543035.1|DPJL01000107.1_4	SP	619
GCA_003543035.1|DPJL01000221.1_2	LIPO	293
GCA_003552485.1|PUMX01000522.1_5	LIPO	320
GCA_003552795.1|PUOM01000079.1_4	SP	353
GCA_003557825.1|PWNM01000599.1_4	LIPO	312
GCA_003559555.1|PWLA01000359.1_18	SP	332
GCA_003560175.1|PWIZ01000040.1_5	SP	355
GCA_003564735.1|PXEK01000023.1_3	SP	396
GCA_003567575.1|PWZG01000491.1_2	LIPO	599
GCA_003576905.1|QEVG01000042.1_21	LIPO	347
GCA_003577105.1|QEUQ01000064.1_8	LIPO	338
GCA_003577145.1|QEUP01000021.1_41	LIPO	353
GCA_003598015.1|QZKE01000089.1_55	LIPO	332
GCA_003599455.1|QZKF01000033.1_7	LIPO	322
GCA_003600225.1|QZFT01000018.1_103	SP	326
GCA_003644275.1|QNBY01000118.1_1	SP	571
GCA_003645915.1|QNDG01000434.1_4	SP	323
GCA_003669555.1|QWOS01000115.1_14	SP	298
GCA_003669585.1|QWOQ01000011.1_58	SP	303
GCA_003695565.1|RFIQ01000244.1_5	SP	315
GCA_003695625.1|RFIB01000100.1_18	SP	458
GCA_003695675.1|RFIA01000183.1_29	SP	589
GCA_003695705.1|RFHU01000154.1_5	LIPO	327
GCA_003696105.1|RFGE01000228.1_4	LIPO	329
GCA_003696835.1|RFHT01000234.1_3	SP	378
GCA_003696875.1|RFHL01000708.1_3	SP	381
GCA_003697105.1|RFFQ01000148.1_14	SP	525
GCA_003712125.1|RHLF01000002.1_899	LIPO	321
GCA_003719395.1|RHMC01000018.1_49	SP	360
GCA_003820375.1|RPQH01000119.1_2	LIPO	320
GCA_003856375.1|CP034120.1_686	SP	370
GCA_003856375.1|CP034120.1_847	SP	386
GCA_003856375.1|CP034120.1_1485	SP	320
GCA_003856375.1|CP034120.1_1918	SP	380
GCA_003963115.1|RXJQ01000040.1_64	SP	498
GCA_003963305.1|RXJR01000001.1_393	SP	353
GCA_003963305.1|RXJR01000016.1_48	SP	334
GCA_004010275.1|RBWT01000144.1_2	LIPO	306
GCA_004011035.1|CP025734.1_393	SP	290
GCA_004011035.1|CP025734.1_2077	SP	346
GCA_004144185.1|SEFP01000004.1_203	SP	381
GCA_004173515.1|SECN01000086.1_7	SP	334
GCA_004173515.1|SECN01000095.1_11	LIPO	695
GCA_004193205.1|RZUM01000011.1_152	SP	310
GCA_004193285.1|SECP01000022.1_61	LIPO	299
GCA_004193285.1|SECP01000024.1_65	SP	442
GCA_004195315.1|SDWL01000009.1_5	SP	322
GCA_004211885.1|SHBV01000124.1_2	SP	356
GCA_004213605.1|SGZC01000024.1_3	LIPO	294
GCA_004213995.1|SGZJ01000036.1_8	LIPO	294
GCA_004214175.1|SGZH01000015.1_14	LIPO	294
GCA_004214185.1|SGZG01000049.1_2	LIPO	300
GCA_004282875.1|SHLT01000019.1_33	SP	311
GCA_004282875.1|SHLT01000003.1_58	LIPO	329
GCA_004283055.1|SHLP01000178.1_2	LIPO	308
GCA_004292985.1|RDXT01000828.1_1	SP	345
GCA_004295005.1|SHNG01000101.1_2	LIPO	336
GCA_004297005.1|SCVA01000052.1_31	LIPO	297
GCA_004297005.1|SCVA01000053.1_12	LIPO	336
GCA_004297005.1|SCVA01000011.1_21	SP	309
GCA_004297005.1|SCVA01000023.1_29	SP	279
GCA_004297555.1|SCSV01000071.1_8	LIPO	298
GCA_004298045.1|SCRM01000005.1_210	SP	364
GCA_004298905.1|SCTK01000019.1_104	SP	344
GCA_004298905.1|SCTK01000004.1_186	SP	359
GCA_004299215.1|SCTD01000170.1_1	SP	336
GCA_004299215.1|SCTD01000232.1_3	SP	347
GCA_004299495.1|SCPY01000048.1_4	SP	365
GCA_004321745.1|SGYO01000006.1_65	LIPO	297
GCA_004321905.1|SCQF01000008.1_34	SP	331
GCA_004322015.1|SCQT01000283.1_5	LIPO	346
GCA_004322345.1|SCTQ01000195.1_4	SP	428
GCA_004322435.1|SCTT01000242.1_9	SP	304
GCA_004322525.1|SCUY01000137.1_14	SP	343
GCA_004353515.1|SMNZ01000004.1_89	SP	339
GCA_004356265.1|SMXK01000136.1_5	LIPO	289
GCA_004357015.1|SMXE01000023.1_8	SP	314
GCA_004369025.1|ML178806.1_46	SP	577
GCA_004402915.1|SORU01000004.1_29	SP	624
GCA_004551485.1|SBLD01000020.1_18	SP	351
GCA_004552615.1|SFNZ01000001.1_58	SP	323
GCA_004563715.1|SIRX01000063.1_8	SP	334
GCA_004570315.1|SPQI01000338.1_6	SP	420
GCA_004570315.1|SPQI01000251.1_7	SP	346
GCA_004796365.1|QZLE01000005.1_1	SP	640
GCA_004796365.1|QZLE01000089.1_14	SP	686
GCA_004796365.1|QZLE01000054.1_18	SP	379
GCA_004796365.1|QZLE01000164.1_4	LIPO	312
GCA_004796365.1|QZLE01000012.1_1	SP	422
GCA_004796365.1|QZLE01000131.1_1	SP	483
GCA_004796365.1|QZLE01000176.1_23	SP	437
GCA_004796365.1|QZLE01000142.1_18	SP	730
GCA_004796385.1|QZLD01000078.1_1	SP	420
GCA_004796385.1|QZLD01000078.1_14	SP	409
GCA_004796385.1|QZLD01000053.1_11	SP	353
GCA_004796385.1|QZLD01000255.1_6	SP	603
GCA_004796385.1|QZLD01000037.1_1	SP	722
GCA_004796385.1|QZLD01000052.1_1	SP	465
GCA_004796385.1|QZLD01000142.1_29	LIPO	324
GCA_004796385.1|QZLD01000043.1_1	SP	448
GCA_004796385.1|QZLD01000093.1_5	SP	386
GCA_005402585.1|BIFP01000008.1_89	LIPO	308
GCA_005402585.1|BIFP01000022.1_391	SP	442
GCA_005402585.1|BIFP01000067.1_41	SP	434
GCA_005502875.1|SCMV01000004.1_71	SP	340
GCA_005502915.1|SCMT01000001.1_147	SP	599
GCA_005503165.1|SCNT01000009.1_17	LIPO	308
GCA_005772765.1|SXIR01000086.1_18	LIPO	379
GCA_005773635.1|SXHN01000073.1_4	LIPO	359
GCA_005776365.1|SXPK01000117.1_11	SP	658
GCA_005776585.1|SXOX01000052.1_25	SP	546
GCA_005777185.1|SXNL01000066.1_8	LIPO	420
GCA_005777185.1|SXNL01000066.1_9	LIPO	344
GCA_005777185.1|SXNL01000066.1_11	LIPO	391
GCA_005779305.1|SXJR01000558.1_8	LIPO	332
GCA_005779395.1|SXJP01000016.1_11	LIPO	352
GCA_005786805.1|SYCV01000058.1_2	SP	596
GCA_005786805.1|SYCV01000237.1_4	SP	302
GCA_005789055.1|SYAA01000407.1_3	SP	288
GCA_005791255.1|SXXK01000413.1_10	SP	605
GCA_005792145.1|SXSS01000054.1_4	SP	697
GCA_005793345.1|SXSU01000031.1_1	SP	294
GCA_005799025.1|SYHX01000021.1_2	SP	387
GCA_005800865.1|SYEI01000197.1_2	SP	381
GCA_005808505.1|SYLX01000187.1_9	SP	341
GCA_005877675.1|VBNZ01000014.1_13	LIPO	354
GCA_005877885.1|VCHY01000008.1_138	LIPO	297
GCA_005879095.1|VBLM01000193.1_7	SP	319
GCA_005882115.1|VBEG01000043.1_14	LIPO	329
GCA_005882155.1|VBCQ01000281.1_2	SP	501
GCA_005882215.1|VBCK01000223.1_2	SP	357
GCA_005883675.1|VBCM01000043.1_8	SP	328
GCA_005884765.1|VAZV01000258.1_6	SP	318
GCA_005884855.1|VAZS01000194.1_2	SP	372
GCA_005885285.1|VAZG01000207.1_11	LIPO	318
GCA_005887895.1|VBPC01000151.1_11	SP	302
GCA_005888325.1|VAWU01000007.1_2	LIPO	313
GCA_005889275.1|VBFI01000187.1_7	SP	617
GCA_005889295.1|VBEY01000318.1_2	SP	649
GCA_005889515.1|VBHE01000266.1_18	SP	319
GCA_006226225.1|SBHI01000044.1_5	SP	364
GCA_006226225.1|SBHI01000185.1_10	SP	331
GCA_006226375.1|SBHC01000081.1_289	LIPO	332
GCA_006226425.1|SBGX01000013.1_93	SP	394
GCA_006226555.1|SBGS01000180.1_12	SP	368
GCA_006226595.1|SBGP01000051.1_2	LIPO	352
GCA_006226755.1|SBGE01000214.1_2	SP	313
GCA_006227775.1|SBFV01000075.1_11	SP	399
GCA_007095785.1|SFBL01000030.1_44	SP	358
GCA_007096045.1|SFAU01000172.1_3	SP	358
GCA_007116755.1|SKHU01000199.1_7	SP	334
GCA_007116755.1|SKHU01000121.1_3	SP	383
GCA_007116765.1|SKHV01000391.1_1	SP	828
GCA_007116835.1|SKHS01000278.1_12	SP	351
GCA_007118235.1|SKRY01000413.1_6	LIPO	311
GCA_007121335.1|SKLY01000257.1_2	SP	298
GCA_007123575.1|SKKV01000157.1_12	SP	651
GCA_007127165.1|SKZV01000038.1_2	SP	496
GCA_007127715.1|SKYU01000055.1_1	LIPO	365
GCA_007128085.1|SKYC01000217.1_5	SP	301
GCA_007128525.1|SKXG01000033.1_2	SP	328
GCA_007129225.1|SKVX01000163.1_4	SP	347
GCA_007129525.1|SKVI01000380.1_3	SP	332
GCA_007129525.1|SKVI01000114.1_2	SP	332
GCA_007130525.1|SLSJ01000043.1_21	SP	396
GCA_007131045.1|SLRI01000163.1_6	SP	386
GCA_007135795.1|SLIE01000192.1_6	LIPO	311
GCA_007136375.1|SLHB01000181.1_4	SP	320
GCA_007376135.1|VMFR01000002.1_47	LIPO	370
GCA_007692605.1|REBS01000075.1_18	SP	368
GCA_007692655.1|REBQ01000030.1_10	SP	371
GCA_007692665.1|REBP01000120.1_25	LIPO	313
GCA_007693535.1|REDK01000140.1_35	SP	341
GCA_007693855.1|RECU01000053.1_119	LIPO	353
GCA_007694015.1|RECO01000144.1_1	SP	341
GCA_007694935.1|REES01000121.1_4	SP	362
GCA_007695035.1|REEO01000067.1_37	LIPO	308
GCA_007695095.1|REEL01000088.1_83	SP	378
GCA_007695195.1|REEG01000118.1_4	SP	363
GCA_007695205.1|REEF01000018.1_1	SP	333
GCA_007695245.1|REEE01000225.1_1	SP	330
GCA_008011715.2|CP136508.1_2562	SP	291
GCA_008015095.1|SSEV01000188.1_2	SP	604
GCA_008015235.1|SSFF01000004.1_236	SP	344
GCA_008015325.1|SSFI01000006.1_24	SP	339
GCA_008015835.1|SSGH01000011.1_129	SP	606
GCA_008017065.1|SSGT01000098.1_6	SP	382
GCA_008080595.1|VIKI01000274.1_5	SP	347
GCA_008180335.1|VTEF01000002.1_482	SP	594
GCA_008180335.1|VTEF01000002.1_700	SP	330
GCA_008501635.1|QQUJ01000010.1_157	LIPO	314
GCA_008933495.1|WBUW01000176.1_6	SP	356
GCA_009268125.1|WBOU01000011.1_173	SP	463
GCA_009379995.1|WHSR01000089.1_10	SP	335
GCA_009380095.1|WHSL01000009.1_31	SP	335
GCA_009380105.1|WHSM01000169.1_6	SP	530
GCA_009391835.1|QWJF01000004.1_77	SP	314
GCA_009663185.1|VJZX01000030.1_35	SP	437
GCA_009691845.1|SIAJ01000002.1_108	SP	243
GCA_009691905.1|SIAF01000285.1_2	SP	303
GCA_009692065.1|SHZY01000008.1_16	SP	299
GCA_009692535.1|SHYZ01000086.1_4	LIPO	331
GCA_009692555.1|SHYY01000030.1_33	LIPO	346
GCA_009692555.1|SHYY01000048.1_13	LIPO	317
GCA_009692615.1|SHYW01000018.1_41	SP	317
GCA_009694095.1|SHVV01000045.1_10	SP	333
GCA_009697105.1|SIAQ01000035.1_24	SP	305
GCA_009699825.1|WLNM01000040.1_7	SP	292
GCA_009705225.1|WLCQ01000113.1_8	LIPO	339
GCA_009712185.1|WASQ01000153.1_9	SP	326
GCA_009765735.1|LMUW01000091.1_17	SP	341
GCA_009773165.1|WOUZ01000001.1_628	SP	378
GCA_009773165.1|WOUZ01000004.1_217	SP	381
GCA_009773515.1|WSXX01000006.1_65	SP	385
GCA_009773555.1|WSXZ01000050.1_8	SP	352
GCA_009773755.1|WSZJ01000066.1_24	SP	312
GCA_009773755.1|WSZJ01000028.1_4	SP	310
GCA_009777535.1|WRLP01000003.1_64	SP	316
GCA_009778135.1|WRKJ01000070.1_10	SP	426
GCA_009778475.1|WRJS01000024.1_29	LIPO	337
GCA_009838965.1|VXQP01000023.1_29	LIPO	385
GCA_009885515.1|VFKO01000002.1_2	SP	590
GCA_009908425.1|JAAAPF010000276.1_6	SP	340
GCA_009908585.1|JAAAOZ010000211.1_2	LIPO	323
GCA_009908745.1|JAAAOU010000115.1_1	SP	395
GCA_009908745.1|JAAAOU010000132.1_2	SP	321
GCA_009909005.1|JAAAOG010000095.1_4	SP	372
GCA_009909035.1|JAAAOB010000158.1_1	LIPO	320
GCA_009914615.1|WNDX01000053.1_11	SP	362
GCA_009920765.1|RFZJ01000040.1_29	SP	303
GCA_009921445.1|RFXV01000001.1_40	SP	340
GCA_009924545.1|RFRL01000060.1_7	SP	595
GCA_009924545.1|RFRL01000063.1_5	SP	323
GCA_009924545.1|RFRL01000084.1_14	SP	318
GCA_009926065.1|RFPP01000057.1_1	LIPO	316
GCA_009926295.1|RFPF01000111.1_9	SP	303
GCA_009926615.1|RFOM01000051.1_21	LIPO	331
GCA_009928645.1|SACH01000053.1_8	SP	387
GCA_009936775.1|JAACDW010000178.1_4	SP	355
GCA_009937425.1|JAACFO010000075.1_19	LIPO	329
GCA_009993955.1|JAACSL010000001.1_303	SP	330
GCA_009995455.1|JAACPJ010000003.1_45	SP	370
GCA_009996515.1|JAACZV010000005.1_209	SP	320
GCA_009996615.1|JAACZU010000002.1_6	SP	341
GCA_010028905.1|RGZZ01000284.1_1	SP	327
GCA_010092775.1|JAADYZ010000163.1_6	LIPO	306
GCA_010092805.1|JAADYY010000003.1_2	SP	321
GCA_010092845.1|JAADYW010000124.1_3	SP	588
GCA_010092855.1|JAADYV010000117.1_5	SP	323
GCA_010092855.1|JAADYV010000134.1_2	SP	619
GCA_010092885.1|JAADYX010000199.1_3	LIPO	348
GCA_010092885.1|JAADYX010000213.1_3	LIPO	286
GCA_010092885.1|JAADYX010000070.1_6	SP	326
GCA_010645215.1|JAAGNW010000241.1_3	SP	340
GCA_011008945.1|WYCT01000274.1_5	SP	327
GCA_011039385.1|DRBO01000010.1_2	SP	292
GCA_011042635.1|DQWH01000088.1_2	SP	321
GCA_011049175.1|DSCJ01000101.1_15	LIPO	321
GCA_011050415.1|DRFS01000020.1_186	SP	359
GCA_011052255.1|DRJJ01000058.1_7	SP	345
GCA_011052255.1|DRJJ01000275.1_7	LIPO	331
GCA_011087955.1|JAALKR010000012.1_6	SP	330
GCA_011174825.1|DUEZ01000042.1_3	LIPO	331
GCA_011174845.1|DUEW01000006.1_63	LIPO	319
GCA_011176615.1|DUEG01000121.1_2	LIPO	330
GCA_011321935.1|DROJ01000583.1_5	SP	379
GCA_011330545.1|DRQI01000140.1_3	SP	348
GCA_011330545.1|DRQI01000435.1_4	LIPO	328
GCA_011330655.1|DRPZ01000153.1_9	LIPO	341
GCA_011369445.1|DRQF01000256.1_8	SP	354
GCA_011371465.1|DRQL01000064.1_2	SP	332
GCA_011375245.1|DRMA01000150.1_2	SP	318
GCA_011389885.1|JAABTK010000039.1_32	LIPO	372
GCA_011389935.1|JAABTJ010000012.1_37	LIPO	320
GCA_011390645.1|JAABRY010000049.1_10	SP	317
GCA_011390805.1|JAABRT010000056.1_2	LIPO	322
GCA_011390885.1|JAABRO010000037.1_18	LIPO	313
GCA_011390935.1|JAABRL010000003.1_42	LIPO	321
GCA_011390935.1|JAABRL010000005.1_36	SP	339
GCA_011391155.1|JAABRA010000121.1_3	SP	502
GCA_011391255.1|JAABQV010000009.1_100	SP	351
GCA_011391295.1|JAABQT010000075.1_4	SP	336
GCA_011392765.1|WYCW01000001.1_796	SP	455
GCA_011522855.1|WTID01000259.1_3	SP	361
GCA_011524785.1|WTJQ01000380.1_3	SP	421
GCA_011525685.1|WYBW01000043.1_11	SP	689
GCA_011525915.1|WYBM01000029.1_13	SP	316
GCA_011526095.1|WYBA01000215.1_14	SP	383
GCA_011526095.1|WYBA01000215.1_16	SP	500
GCA_011526095.1|WYBA01000259.1_53	LIPO	315
GCA_011620135.1|WOZS01000036.1_10	SP	365
GCA_011620145.1|WOZT01000136.1_2	SP	334
GCA_011620375.1|WOZH01000028.1_3	LIPO	330
GCA_011620705.1|WOYR01000125.1_9	LIPO	317
GCA_011682535.1|JAACEL010000035.1_2	LIPO	334
GCA_011774835.1|JAACAK010000091.1_41	LIPO	303
GCA_012026925.1|VEPJ01000075.1_38	LIPO	340
GCA_012030715.1|JAAUUJ010000055.1_15	LIPO	326
GCA_012032065.1|JAAURV010000012.1_22	SP	322
GCA_012036325.1|JAAUPC010000200.1_8	SP	305
GCA_012269545.1|JAAXKB010000046.1_100	SP	327
GCA_012270065.1|JAAXJB010000115.1_19	SP	635
GCA_012270065.1|JAAXJB010000085.1_2	SP	288
GCA_012270385.1|JAAXIK010000534.1_3	SP	305
GCA_012513825.1|JAAZBL010000273.1_7	SP	508
GCA_012513915.1|JAAZBG010000036.1_15	SP	357
GCA_012513915.1|JAAZBG010000240.1_11	SP	351
